,,,out,,,,,,
7088689,FL,MCO,ATL,29-JUL-07 08.30.00.000000000 PM AMERICA/NEW_YORK,1205,29-JUL-07 09.58.00.000000000 PM AMERICA/NEW_YORK,1293,0,117
7152387,NW,ATL,DTW,29-JUL-07 04.20.00.000000000 PM AMERICA/NEW_YORK,955,29-JUL-07 06.29.00.000000000 PM AMERICA/NEW_YORK,1084,1,125
7145051,NW,MEM,ATL,29-JUL-07 07.40.00.000000000 PM AMERICA/CHICAGO,1215,29-JUL-07 10.08.00.000000000 PM AMERICA/NEW_YORK,1303,0,110
7145080,NW,ATL,MEM,29-JUL-07 05.10.00.000000000 PM AMERICA/NEW_YORK,1005,29-JUL-07 05.35.00.000000000 PM AMERICA/CHICAGO,1090,0,100
7144994,NW,MEM,ATL,29-JUL-07 09.20.00.000000000 AM AMERICA/CHICAGO,595,29-JUL-07 11.38.00.000000000 AM AMERICA/NEW_YORK,673,0,125
7237944,AA,DFW,ATL,29-JUL-07 12.05.00.000000000 PM AMERICA/CHICAGO,760,29-JUL-07 03.15.00.000000000 PM AMERICA/NEW_YORK,890,0,140
7244005,AA,ORD,ATL,29-JUL-07 06.35.00.000000000 PM AMERICA/CHICAGO,1150,29-JUL-07 09.40.00.000000000 PM AMERICA/NEW_YORK,1275,0,140
7226596,AA,LGA,ATL,29-JUL-07 07.40.00.000000000 PM AMERICA/NEW_YORK,1155,29-JUL-07 10.10.00.000000000 PM AMERICA/NEW_YORK,1305,0,140
7222540,AA,ATL,LGA,29-JUL-07 06.45.00.000000000 AM AMERICA/NEW_YORK,380,29-JUL-07 08.55.00.000000000 AM AMERICA/NEW_YORK,510,0,140
7232766,AA,ATL,DFW,29-JUL-07 05.15.00.000000000 PM AMERICA/NEW_YORK,1010,29-JUL-07 06.40.00.000000000 PM AMERICA/CHICAGO,1155,1,114
7225361,AA,DFW,ATL,29-JUL-07 08.20.00.000000000 AM AMERICA/CHICAGO,535,29-JUL-07 11.25.00.000000000 AM AMERICA/NEW_YORK,660,0,148
7226379,AA,LGA,ATL,29-JUL-07 09.45.00.000000000 AM AMERICA/NEW_YORK,560,29-JUL-07 12.15.00.000000000 PM AMERICA/NEW_YORK,710,0,140
7310451,CO,EWR,ATL,29-JUL-07 09.05.00.000000000 AM AMERICA/NEW_YORK,520,29-JUL-07 11.46.00.000000000 AM AMERICA/NEW_YORK,681,0,104
7310844,CO,EWR,ATL,29-JUL-07 12.30.00.000000000 PM AMERICA/NEW_YORK,725,29-JUL-07 02.56.00.000000000 PM AMERICA/NEW_YORK,871,0,104
6922318,OO,ATL,BUF,29-JUL-07 09.48.00.000000000 PM AMERICA/NEW_YORK,1283,29-JUL-07 11.48.00.000000000 PM AMERICA/NEW_YORK,1403,0,90
6922324,OO,ATL,PIT,29-JUL-07 04.37.00.000000000 PM AMERICA/NEW_YORK,972,29-JUL-07 06.21.00.000000000 PM AMERICA/NEW_YORK,1076,0,90
7036425,EV,HHH,ATL,29-JUL-07 04.45.00.000000000 PM AMERICA/NEW_YORK,980,29-JUL-07 06.13.00.000000000 PM AMERICA/NEW_YORK,1068,0,66
7040317,EV,ATL,BTR,29-JUL-07 02.15.00.000000000 PM AMERICA/NEW_YORK,830,29-JUL-07 02.45.00.000000000 PM AMERICA/CHICAGO,920,0,50
7040371,EV,ATL,FAY,29-JUL-07 09.44.00.000000000 PM AMERICA/NEW_YORK,1279,29-JUL-07 11.04.00.000000000 PM AMERICA/NEW_YORK,1359,0,50
7039739,EV,ATL,DSM,29-JUL-07 07.32.00.000000000 PM AMERICA/NEW_YORK,1147,29-JUL-07 08.41.00.000000000 PM AMERICA/CHICAGO,1276,0,50
7088624,FL,IND,ATL,29-JUL-07 02.14.00.000000000 PM AMERICA/NEW_YORK,829,29-JUL-07 03.44.00.000000000 PM AMERICA/NEW_YORK,919,0,117
7029077,DL,DTW,ATL,29-JUL-07 08.00.00.000000000 AM AMERICA/NEW_YORK,455,29-JUL-07 10.00.00.000000000 AM AMERICA/NEW_YORK,575,0,142
7029238,DL,ATL,SLC,29-JUL-07 09.15.00.000000000 PM AMERICA/NEW_YORK,1250,29-JUL-07 11.06.00.000000000 PM AMERICA/DENVER,1481,0,186
7028592,DL,MCO,ATL,29-JUL-07 12.25.00.000000000 PM AMERICA/NEW_YORK,720,29-JUL-07 01.51.00.000000000 PM AMERICA/NEW_YORK,806,0,142
7028692,DL,ATL,MCO,29-JUL-07 03.00.00.000000000 PM AMERICA/NEW_YORK,875,29-JUL-07 04.27.00.000000000 PM AMERICA/NEW_YORK,962,0,252
7028700,DL,ATL,SAN,29-JUL-07 09.10.00.000000000 AM AMERICA/NEW_YORK,525,29-JUL-07 10.29.00.000000000 AM AMERICA/LOS_ANGELES,784,0,256
7028727,DL,DFW,ATL,29-JUL-07 10.20.00.000000000 AM AMERICA/CHICAGO,655,29-JUL-07 01.22.00.000000000 PM AMERICA/NEW_YORK,777,0,142
7028748,DL,ATL,OAK,29-JUL-07 07.10.00.000000000 PM AMERICA/NEW_YORK,1125,29-JUL-07 09.08.00.000000000 PM AMERICA/LOS_ANGELES,1423,0,180
7028754,DL,JAX,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,335,29-JUL-07 07.09.00.000000000 AM AMERICA/NEW_YORK,404,0,183
7033216,EV,ATL,SDF,29-JUL-07 08.05.00.000000000 AM AMERICA/NEW_YORK,460,29-JUL-07 09.29.00.000000000 AM AMERICA/NEW_YORK,544,0,70
7028829,DL,RNO,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/LOS_ANGELES,515,29-JUL-07 01.28.00.000000000 PM AMERICA/NEW_YORK,783,0,183
7028166,DL,ATL,DCA,29-JUL-07 10.20.00.000000000 AM AMERICA/NEW_YORK,595,29-JUL-07 12.10.00.000000000 PM AMERICA/NEW_YORK,705,0,142
7028217,DL,ATL,JAX,29-JUL-07 10.40.00.000000000 PM AMERICA/NEW_YORK,1335,29-JUL-07 11.45.00.000000000 PM AMERICA/NEW_YORK,1400,0,252
7029003,DL,ATL,ORD,29-JUL-07 09.45.00.000000000 PM AMERICA/NEW_YORK,1280,29-JUL-07 10.47.00.000000000 PM AMERICA/CHICAGO,1402,0,150
7028311,DL,SLC,ATL,29-JUL-07 08.30.00.000000000 AM AMERICA/DENVER,605,29-JUL-07 02.19.00.000000000 PM AMERICA/NEW_YORK,834,0,287
7028340,DL,ATL,SJU,29-JUL-07 12.14.00.000000000 PM AMERICA/NEW_YORK,709,29-JUL-07 03.54.00.000000000 PM AMERICA/PUERTO_RICO,929,0,183
7028354,DL,ATL,GSO,29-JUL-07 04.00.00.000000000 PM AMERICA/NEW_YORK,935,29-JUL-07 05.15.00.000000000 PM AMERICA/NEW_YORK,1010,0,142
7034099,EV,DHN,ATL,29-JUL-07 09.00.00.000000000 AM AMERICA/CHICAGO,575,29-JUL-07 10.53.00.000000000 AM AMERICA/NEW_YORK,628,0,40
7088818,FL,PHL,ATL,29-JUL-07 07.59.00.000000000 PM AMERICA/NEW_YORK,1174,29-JUL-07 10.05.00.000000000 PM AMERICA/NEW_YORK,1300,1,117
7088865,FL,RSW,ATL,29-JUL-07 10.19.00.000000000 AM AMERICA/NEW_YORK,594,29-JUL-07 12.05.00.000000000 PM AMERICA/NEW_YORK,700,0,117
7088275,FL,ATL,LAX,29-JUL-07 10.45.00.000000000 AM AMERICA/NEW_YORK,620,29-JUL-07 12.29.00.000000000 PM AMERICA/LOS_ANGELES,904,0,137
7050197,EV,OMA,ATL,29-JUL-07 05.45.00.000000000 AM AMERICA/CHICAGO,380,29-JUL-07 09.07.00.000000000 AM AMERICA/NEW_YORK,522,0,50
7050926,EV,FSD,ATL,29-JUL-07 02.11.00.000000000 PM AMERICA/CHICAGO,886,29-JUL-07 05.43.00.000000000 PM AMERICA/NEW_YORK,1038,0,50
7048825,EV,ATL,BQK,29-JUL-07 07.00.00.000000000 PM AMERICA/NEW_YORK,1115,29-JUL-07 08.03.00.000000000 PM AMERICA/NEW_YORK,1178,0,40
7050259,EV,ATL,ICT,29-JUL-07 03.33.00.000000000 PM AMERICA/NEW_YORK,908,29-JUL-07 04.49.00.000000000 PM AMERICA/CHICAGO,1044,0,50
7053965,EV,ATL,AZO,29-JUL-07 02.50.00.000000000 PM AMERICA/NEW_YORK,865,29-JUL-07 04.37.00.000000000 PM AMERICA/NEW_YORK,972,0,40
7048291,EV,ATL,ISP,29-JUL-07 06.25.00.000000000 PM AMERICA/NEW_YORK,1080,29-JUL-07 08.45.00.000000000 PM AMERICA/NEW_YORK,1220,0,50
6873006,OH,ATL,MDW,29-JUL-07 09.38.00.000000000 AM AMERICA/NEW_YORK,553,29-JUL-07 10.44.00.000000000 AM AMERICA/CHICAGO,679,0,70
7028561,DL,ATL,TPA,29-JUL-07 08.30.00.000000000 PM AMERICA/NEW_YORK,1205,29-JUL-07 09.54.00.000000000 PM AMERICA/NEW_YORK,1289,0,186
7028669,DL,ATL,CLT,29-JUL-07 08.30.00.000000000 PM AMERICA/NEW_YORK,1205,29-JUL-07 09.45.00.000000000 PM AMERICA/NEW_YORK,1280,0,148
7028352,DL,ATL,BWI,29-JUL-07 04.05.00.000000000 PM AMERICA/NEW_YORK,940,29-JUL-07 06.04.00.000000000 PM AMERICA/NEW_YORK,1059,0,142
7029070,DL,ATL,ABQ,29-JUL-07 11.46.00.000000000 AM AMERICA/NEW_YORK,681,29-JUL-07 12.58.00.000000000 PM AMERICA/DENVER,873,0,142
7029108,DL,ATL,SAT,29-JUL-07 07.16.00.000000000 PM AMERICA/NEW_YORK,1131,29-JUL-07 08.39.00.000000000 PM AMERICA/CHICAGO,1274,0,142
7028703,DL,SJU,ATL,29-JUL-07 02.20.00.000000000 PM AMERICA/PUERTO_RICO,835,29-JUL-07 06.07.00.000000000 PM AMERICA/NEW_YORK,1062,0,252
7028741,DL,ATL,DFW,29-JUL-07 04.40.00.000000000 PM AMERICA/NEW_YORK,975,29-JUL-07 05.55.00.000000000 PM AMERICA/CHICAGO,1110,0,183
7028870,DL,ATL,DAB,29-JUL-07 10.40.00.000000000 AM AMERICA/NEW_YORK,615,29-JUL-07 12.04.00.000000000 PM AMERICA/NEW_YORK,699,0,142
7028880,DL,ATL,PBI,29-JUL-07 12.40.00.000000000 PM AMERICA/NEW_YORK,735,29-JUL-07 02.19.00.000000000 PM AMERICA/NEW_YORK,834,0,142
7028941,DL,ATL,ORF,29-JUL-07 10.35.00.000000000 AM AMERICA/NEW_YORK,610,29-JUL-07 12.15.00.000000000 PM AMERICA/NEW_YORK,710,0,142
7028256,DL,ATL,SAT,29-JUL-07 11.20.00.000000000 AM AMERICA/NEW_YORK,655,29-JUL-07 12.45.00.000000000 PM AMERICA/CHICAGO,800,0,142
7028287,DL,ATL,LGA,29-JUL-07 06.45.00.000000000 PM AMERICA/NEW_YORK,1100,29-JUL-07 09.15.00.000000000 PM AMERICA/NEW_YORK,1250,0,183
7029042,DL,PNS,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/CHICAGO,395,29-JUL-07 08.12.00.000000000 AM AMERICA/NEW_YORK,467,0,142
7152673,NW,DTW,ATL,29-JUL-07 10.23.00.000000000 AM AMERICA/NEW_YORK,598,29-JUL-07 12.21.00.000000000 PM AMERICA/NEW_YORK,716,0,125
7088166,FL,ATL,BOS,29-JUL-07 01.45.00.000000000 PM AMERICA/NEW_YORK,800,29-JUL-07 04.18.00.000000000 PM AMERICA/NEW_YORK,953,0,117
7088187,FL,ATL,CHS,29-JUL-07 10.55.00.000000000 PM AMERICA/NEW_YORK,1350,29-JUL-07 11.59.00.000000000 PM AMERICA/NEW_YORK,1414,0,117
7035635,EV,JAN,ATL,29-JUL-07 11.49.00.000000000 AM AMERICA/CHICAGO,744,29-JUL-07 02.08.00.000000000 PM AMERICA/NEW_YORK,823,0,40
7052789,EV,GSP,ATL,29-JUL-07 09.20.00.000000000 AM AMERICA/NEW_YORK,535,29-JUL-07 10.22.00.000000000 AM AMERICA/NEW_YORK,597,0,50
7049995,EV,ATL,GSP,29-JUL-07 07.55.00.000000000 AM AMERICA/NEW_YORK,450,29-JUL-07 08.54.00.000000000 AM AMERICA/NEW_YORK,509,0,50
7047923,EV,ATL,TLH,29-JUL-07 07.43.00.000000000 AM AMERICA/NEW_YORK,438,29-JUL-07 08.46.00.000000000 AM AMERICA/NEW_YORK,501,0,50
7088272,FL,ATL,LAS,29-JUL-07 08.00.00.000000000 PM AMERICA/NEW_YORK,1175,29-JUL-07 09.12.00.000000000 PM AMERICA/LOS_ANGELES,1427,0,137
7088329,FL,ATL,MKE,29-JUL-07 09.20.00.000000000 PM AMERICA/NEW_YORK,1255,29-JUL-07 10.19.00.000000000 PM AMERICA/CHICAGO,1374,0,137
7088375,FL,ATL,RDU,29-JUL-07 06.57.00.000000000 PM AMERICA/NEW_YORK,1112,29-JUL-07 08.16.00.000000000 PM AMERICA/NEW_YORK,1191,0,117
7088760,FL,MEM,ATL,29-JUL-07 05.15.00.000000000 PM AMERICA/CHICAGO,1070,29-JUL-07 07.29.00.000000000 PM AMERICA/NEW_YORK,1144,0,117
7250581,AA,ORD,ATL,29-JUL-07 07.15.00.000000000 AM AMERICA/CHICAGO,470,29-JUL-07 10.05.00.000000000 AM AMERICA/NEW_YORK,580,0,138
7250086,AA,ORD,ATL,29-JUL-07 02.35.00.000000000 PM AMERICA/CHICAGO,910,29-JUL-07 05.40.00.000000000 PM AMERICA/NEW_YORK,1035,0,138
7288105,CO,ATL,IAH,29-JUL-07 05.00.00.000000000 PM AMERICA/NEW_YORK,995,29-JUL-07 06.18.00.000000000 PM AMERICA/CHICAGO,1133,0,104
7036689,EV,FAY,ATL,29-JUL-07 11.16.00.000000000 AM AMERICA/NEW_YORK,651,29-JUL-07 12.35.00.000000000 PM AMERICA/NEW_YORK,730,0,50
7044681,EV,AEX,ATL,29-JUL-07 02.45.00.000000000 PM AMERICA/CHICAGO,920,29-JUL-07 05.27.00.000000000 PM AMERICA/NEW_YORK,1022,0,50
7042575,EV,ATL,MGM,29-JUL-07 04.35.00.000000000 PM AMERICA/NEW_YORK,970,29-JUL-07 04.40.00.000000000 PM AMERICA/CHICAGO,1035,0,66
7028388,DL,ATL,ORD,29-JUL-07 01.40.00.000000000 PM AMERICA/NEW_YORK,795,29-JUL-07 02.40.00.000000000 PM AMERICA/CHICAGO,915,0,142
7028413,DL,ATL,BOS,29-JUL-07 06.50.00.000000000 AM AMERICA/NEW_YORK,385,29-JUL-07 09.24.00.000000000 AM AMERICA/NEW_YORK,539,0,142
7028420,DL,BOS,ATL,29-JUL-07 10.05.00.000000000 AM AMERICA/NEW_YORK,580,29-JUL-07 12.47.00.000000000 PM AMERICA/NEW_YORK,742,0,142
7029147,DL,ATL,MSP,29-JUL-07 06.00.00.000000000 PM AMERICA/NEW_YORK,1055,29-JUL-07 07.37.00.000000000 PM AMERICA/CHICAGO,1212,1,126
7028481,DL,ATL,EWR,29-JUL-07 09.30.00.000000000 PM AMERICA/NEW_YORK,1265,29-JUL-07 11.40.00.000000000 PM AMERICA/NEW_YORK,1395,0,142
7056422,EV,ATL,SHV,29-JUL-07 10.11.00.000000000 PM AMERICA/NEW_YORK,1306,29-JUL-07 10.55.00.000000000 PM AMERICA/CHICAGO,1410,0,40
7088661,FL,LGA,ATL,29-JUL-07 04.00.00.000000000 PM AMERICA/NEW_YORK,935,29-JUL-07 06.29.00.000000000 PM AMERICA/NEW_YORK,1084,0,137
7088677,FL,MCO,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,335,29-JUL-07 07.27.00.000000000 AM AMERICA/NEW_YORK,422,0,117
7088688,FL,MCO,ATL,29-JUL-07 07.01.00.000000000 PM AMERICA/NEW_YORK,1116,29-JUL-07 08.31.00.000000000 PM AMERICA/NEW_YORK,1206,0,137
7088835,FL,PIT,ATL,29-JUL-07 12.15.00.000000000 PM AMERICA/NEW_YORK,710,29-JUL-07 01.59.00.000000000 PM AMERICA/NEW_YORK,814,0,117
7088841,FL,PNS,ATL,29-JUL-07 09.55.00.000000000 AM AMERICA/CHICAGO,630,29-JUL-07 12.03.00.000000000 PM AMERICA/NEW_YORK,698,0,117
7088172,FL,ATL,BUF,29-JUL-07 08.10.00.000000000 PM AMERICA/NEW_YORK,1185,29-JUL-07 10.12.00.000000000 PM AMERICA/NEW_YORK,1307,0,117
7088183,FL,ATL,CAK,29-JUL-07 09.30.00.000000000 PM AMERICA/NEW_YORK,1265,29-JUL-07 11.12.00.000000000 PM AMERICA/NEW_YORK,1367,0,117
7088843,FL,PNS,ATL,29-JUL-07 03.01.00.000000000 PM AMERICA/CHICAGO,936,29-JUL-07 05.09.00.000000000 PM AMERICA/NEW_YORK,1004,0,117
7088853,FL,RIC,ATL,29-JUL-07 06.44.00.000000000 AM AMERICA/NEW_YORK,379,29-JUL-07 08.25.00.000000000 AM AMERICA/NEW_YORK,480,0,117
7088232,FL,ATL,FLL,29-JUL-07 04.15.00.000000000 PM AMERICA/NEW_YORK,950,29-JUL-07 06.01.00.000000000 PM AMERICA/NEW_YORK,1056,0,137
7088236,FL,ATL,FNT,29-JUL-07 09.20.00.000000000 AM AMERICA/NEW_YORK,535,29-JUL-07 11.14.00.000000000 AM AMERICA/NEW_YORK,649,0,117
7088243,FL,ATL,HOU,29-JUL-07 03.54.00.000000000 PM AMERICA/NEW_YORK,929,29-JUL-07 05.05.00.000000000 PM AMERICA/CHICAGO,1060,0,117
7052732,EV,PVD,ATL,29-JUL-07 12.35.00.000000000 PM AMERICA/NEW_YORK,730,29-JUL-07 03.24.00.000000000 PM AMERICA/NEW_YORK,899,0,50
7054845,EV,BHM,ATL,29-JUL-07 08.15.00.000000000 AM AMERICA/CHICAGO,530,29-JUL-07 10.17.00.000000000 AM AMERICA/NEW_YORK,592,0,55
7088307,FL,ATL,MCO,29-JUL-07 09.30.00.000000000 PM AMERICA/NEW_YORK,1265,29-JUL-07 10.57.00.000000000 PM AMERICA/NEW_YORK,1352,0,117
7088310,FL,ATL,MDW,29-JUL-07 09.30.00.000000000 AM AMERICA/NEW_YORK,545,29-JUL-07 10.26.00.000000000 AM AMERICA/CHICAGO,661,0,117
7088783,FL,MSP,ATL,29-JUL-07 04.47.00.000000000 PM AMERICA/CHICAGO,1042,29-JUL-07 08.10.00.000000000 PM AMERICA/NEW_YORK,1185,0,137
7088901,FL,SWF,ATL,29-JUL-07 04.14.00.000000000 PM AMERICA/NEW_YORK,949,29-JUL-07 06.44.00.000000000 PM AMERICA/NEW_YORK,1099,0,117
7028282,DL,ATL,BHM,29-JUL-07 08.35.00.000000000 PM AMERICA/NEW_YORK,1210,29-JUL-07 08.27.00.000000000 PM AMERICA/CHICAGO,1262,1,142
7029004,DL,ORD,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/CHICAGO,395,29-JUL-07 09.00.00.000000000 AM AMERICA/NEW_YORK,515,0,148
7028299,DL,PHL,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,335,29-JUL-07 08.10.00.000000000 AM AMERICA/NEW_YORK,465,0,183
7028367,DL,ATL,GSO,29-JUL-07 08.35.00.000000000 PM AMERICA/NEW_YORK,1210,29-JUL-07 09.53.00.000000000 PM AMERICA/NEW_YORK,1288,0,142
7033635,EV,ATL,JAN,29-JUL-07 04.02.00.000000000 PM AMERICA/NEW_YORK,937,29-JUL-07 04.21.00.000000000 PM AMERICA/CHICAGO,1016,0,70
6849465,YV,IAD,ATL,29-JUL-07 04.40.00.000000000 PM AMERICA/NEW_YORK,975,29-JUL-07 06.36.00.000000000 PM AMERICA/NEW_YORK,1091,0,50
7028461,DL,SEA,ATL,29-JUL-07 08.00.00.000000000 AM AMERICA/LOS_ANGELES,635,29-JUL-07 03.49.00.000000000 PM AMERICA/NEW_YORK,924,0,256
7029126,DL,ATL,DTW,29-JUL-07 01.17.00.000000000 PM AMERICA/NEW_YORK,772,29-JUL-07 03.12.00.000000000 PM AMERICA/NEW_YORK,887,0,142
7029278,DL,ATL,MCO,29-JUL-07 07.15.00.000000000 AM AMERICA/NEW_YORK,410,29-JUL-07 08.37.00.000000000 AM AMERICA/NEW_YORK,492,0,183
7028694,DL,ATL,DAB,29-JUL-07 08.50.00.000000000 PM AMERICA/NEW_YORK,1225,29-JUL-07 10.12.00.000000000 PM AMERICA/NEW_YORK,1307,0,142
7033019,EV,ATL,PIT,29-JUL-07 07.50.00.000000000 AM AMERICA/NEW_YORK,445,29-JUL-07 09.28.00.000000000 AM AMERICA/NEW_YORK,543,0,50
7028761,DL,MCO,ATL,29-JUL-07 11.00.00.000000000 AM AMERICA/NEW_YORK,635,29-JUL-07 12.27.00.000000000 PM AMERICA/NEW_YORK,722,0,252
7028809,DL,VPS,ATL,29-JUL-07 11.23.00.000000000 AM AMERICA/CHICAGO,718,29-JUL-07 01.30.00.000000000 PM AMERICA/NEW_YORK,785,0,142
7028100,DL,LAX,ATL,29-JUL-07 07.30.00.000000000 AM AMERICA/LOS_ANGELES,605,29-JUL-07 02.57.00.000000000 PM AMERICA/NEW_YORK,872,0,287
7028818,DL,ATL,CLT,29-JUL-07 05.15.00.000000000 PM AMERICA/NEW_YORK,1010,29-JUL-07 06.34.00.000000000 PM AMERICA/NEW_YORK,1089,1,138
7028819,DL,MSY,ATL,29-JUL-07 03.45.00.000000000 PM AMERICA/CHICAGO,980,29-JUL-07 06.17.00.000000000 PM AMERICA/NEW_YORK,1072,0,142
7028822,DL,SAV,ATL,29-JUL-07 10.36.00.000000000 AM AMERICA/NEW_YORK,611,29-JUL-07 11.35.00.000000000 AM AMERICA/NEW_YORK,670,0,142
7028851,DL,PIT,ATL,29-JUL-07 07.45.00.000000000 AM AMERICA/NEW_YORK,440,29-JUL-07 09.30.00.000000000 AM AMERICA/NEW_YORK,545,0,142
7028889,DL,MSY,ATL,29-JUL-07 05.30.00.000000000 PM AMERICA/CHICAGO,1085,29-JUL-07 08.05.00.000000000 PM AMERICA/NEW_YORK,1180,0,142
7028210,DL,ATL,STL,29-JUL-07 02.15.00.000000000 PM AMERICA/NEW_YORK,830,29-JUL-07 02.53.00.000000000 PM AMERICA/CHICAGO,928,0,142
7028976,DL,SLC,ATL,29-JUL-07 06.30.00.000000000 AM AMERICA/DENVER,485,29-JUL-07 12.17.00.000000000 PM AMERICA/NEW_YORK,712,1,183
7028265,DL,LGA,ATL,29-JUL-07 11.00.00.000000000 AM AMERICA/NEW_YORK,635,29-JUL-07 01.27.00.000000000 PM AMERICA/NEW_YORK,782,0,186
7040580,EV,ATL,ABE,29-JUL-07 09.44.00.000000000 AM AMERICA/NEW_YORK,559,29-JUL-07 11.52.00.000000000 AM AMERICA/NEW_YORK,687,0,50
7056778,EV,CAE,ATL,29-JUL-07 11.47.00.000000000 AM AMERICA/NEW_YORK,682,29-JUL-07 12.49.00.000000000 PM AMERICA/NEW_YORK,744,0,50
7041432,EV,ATL,CLE,29-JUL-07 09.55.00.000000000 PM AMERICA/NEW_YORK,1290,29-JUL-07 11.40.00.000000000 PM AMERICA/NEW_YORK,1395,0,70
7046401,EV,VPS,ATL,29-JUL-07 08.00.00.000000000 AM AMERICA/CHICAGO,515,29-JUL-07 10.11.00.000000000 AM AMERICA/NEW_YORK,586,0,50
7037977,EV,FNT,ATL,29-JUL-07 05.50.00.000000000 PM AMERICA/NEW_YORK,1045,29-JUL-07 08.02.00.000000000 PM AMERICA/NEW_YORK,1177,0,50
7043816,EV,MLU,ATL,29-JUL-07 10.00.00.000000000 AM AMERICA/CHICAGO,635,29-JUL-07 12.31.00.000000000 PM AMERICA/NEW_YORK,726,0,40
7044798,EV,ATL,PIA,29-JUL-07 08.44.00.000000000 PM AMERICA/NEW_YORK,1219,29-JUL-07 09.32.00.000000000 PM AMERICA/CHICAGO,1327,1,50
7050455,EV,EVV,ATL,29-JUL-07 12.22.00.000000000 PM AMERICA/CHICAGO,777,29-JUL-07 02.48.00.000000000 PM AMERICA/NEW_YORK,863,0,40
7047741,EV,ATL,MKE,29-JUL-07 09.52.00.000000000 AM AMERICA/NEW_YORK,567,29-JUL-07 11.00.00.000000000 AM AMERICA/CHICAGO,695,0,70
7050864,EV,VLD,ATL,29-JUL-07 06.30.00.000000000 AM AMERICA/NEW_YORK,365,29-JUL-07 07.31.00.000000000 AM AMERICA/NEW_YORK,426,0,40
7088591,FL,FNT,ATL,29-JUL-07 03.11.00.000000000 PM AMERICA/NEW_YORK,886,29-JUL-07 05.10.00.000000000 PM AMERICA/NEW_YORK,1005,0,137
7088648,FL,LAX,ATL,29-JUL-07 07.00.00.000000000 AM AMERICA/LOS_ANGELES,575,29-JUL-07 02.11.00.000000000 PM AMERICA/NEW_YORK,826,0,137
7088684,FL,MCO,ATL,29-JUL-07 02.15.00.000000000 PM AMERICA/NEW_YORK,830,29-JUL-07 03.47.00.000000000 PM AMERICA/NEW_YORK,922,0,137
7088910,FL,TPA,ATL,29-JUL-07 04.05.00.000000000 PM AMERICA/NEW_YORK,940,29-JUL-07 05.36.00.000000000 PM AMERICA/NEW_YORK,1031,0,117
7088251,FL,ATL,IAD,29-JUL-07 01.33.00.000000000 PM AMERICA/NEW_YORK,788,29-JUL-07 03.14.00.000000000 PM AMERICA/NEW_YORK,889,0,117
7088274,FL,ATL,LAX,29-JUL-07 09.30.00.000000000 AM AMERICA/NEW_YORK,545,29-JUL-07 11.14.00.000000000 AM AMERICA/LOS_ANGELES,829,0,137
7088298,FL,ATL,MCO,29-JUL-07 09.10.00.000000000 AM AMERICA/NEW_YORK,525,29-JUL-07 10.38.00.000000000 AM AMERICA/NEW_YORK,613,0,117
7088857,FL,RIC,ATL,29-JUL-07 06.59.00.000000000 PM AMERICA/NEW_YORK,1114,29-JUL-07 08.40.00.000000000 PM AMERICA/NEW_YORK,1215,1,117
7224253,AA,ATL,DFW,29-JUL-07 09.05.00.000000000 AM AMERICA/NEW_YORK,520,29-JUL-07 10.25.00.000000000 AM AMERICA/CHICAGO,660,0,148
6922311,OO,MSP,ATL,29-JUL-07 05.30.00.000000000 AM AMERICA/CHICAGO,365,29-JUL-07 09.08.00.000000000 AM AMERICA/NEW_YORK,523,0,90
6823898,XE,ATL,CLE,29-JUL-07 07.30.00.000000000 PM AMERICA/NEW_YORK,1145,29-JUL-07 09.22.00.000000000 PM AMERICA/NEW_YORK,1257,0,50
7057621,EV,ATL,BUF,29-JUL-07 05.11.00.000000000 PM AMERICA/NEW_YORK,1006,29-JUL-07 07.18.00.000000000 PM AMERICA/NEW_YORK,1133,1,70
7049798,EV,HPN,ATL,29-JUL-07 11.30.00.000000000 AM AMERICA/NEW_YORK,665,29-JUL-07 01.54.00.000000000 PM AMERICA/NEW_YORK,809,0,50
7028842,DL,ATL,JAX,29-JUL-07 08.20.00.000000000 AM AMERICA/NEW_YORK,475,29-JUL-07 09.27.00.000000000 AM AMERICA/NEW_YORK,542,0,252
7028895,DL,ATL,TYS,29-JUL-07 12.25.00.000000000 PM AMERICA/NEW_YORK,720,29-JUL-07 01.18.00.000000000 PM AMERICA/NEW_YORK,773,0,142
7029027,DL,RIC,ATL,29-JUL-07 11.35.00.000000000 AM AMERICA/NEW_YORK,670,29-JUL-07 01.09.00.000000000 PM AMERICA/NEW_YORK,764,0,142
7028345,DL,ATL,SFO,29-JUL-07 11.15.00.000000000 AM AMERICA/NEW_YORK,650,29-JUL-07 01.15.00.000000000 PM AMERICA/LOS_ANGELES,950,0,148
6872543,OH,ATL,TUL,29-JUL-07 01.30.00.000000000 PM AMERICA/NEW_YORK,785,29-JUL-07 02.28.00.000000000 PM AMERICA/CHICAGO,903,0,50
6984822,US,PHX,ATL,29-JUL-07 09.52.00.000000000 AM US/ARIZONA,747,29-JUL-07 04.40.00.000000000 PM AMERICA/NEW_YORK,975,0,124
