,,,out,,,,,,
7029084,DL,ATL,DAY,29-JUL-07 08.15.00.000000000 PM AMERICA/NEW_YORK,1190,29-JUL-07 09.50.00.000000000 PM AMERICA/NEW_YORK,1285,0,142
7029087,DL,ATL,PIT,29-JUL-07 09.40.00.000000000 AM AMERICA/NEW_YORK,555,29-JUL-07 11.25.00.000000000 AM AMERICA/NEW_YORK,660,0,142
6984554,US,ATL,LAS,29-JUL-07 10.05.00.000000000 PM AMERICA/NEW_YORK,1300,29-JUL-07 11.14.00.000000000 PM AMERICA/LOS_ANGELES,1549,0,150
6984555,US,ATL,PHX,29-JUL-07 08.10.00.000000000 AM AMERICA/NEW_YORK,465,29-JUL-07 09.09.00.000000000 AM US/ARIZONA,704,0,150
7028927,DL,RIC,ATL,29-JUL-07 05.56.00.000000000 PM AMERICA/NEW_YORK,1051,29-JUL-07 07.39.00.000000000 PM AMERICA/NEW_YORK,1154,0,142
7028374,DL,SRQ,ATL,29-JUL-07 01.15.00.000000000 PM AMERICA/NEW_YORK,770,29-JUL-07 02.50.00.000000000 PM AMERICA/NEW_YORK,865,0,142
7029248,DL,CHS,ATL,29-JUL-07 11.35.00.000000000 AM AMERICA/NEW_YORK,670,29-JUL-07 12.44.00.000000000 PM AMERICA/NEW_YORK,739,0,142
7028607,DL,ATL,BHM,29-JUL-07 09.07.00.000000000 AM AMERICA/NEW_YORK,522,29-JUL-07 08.54.00.000000000 AM AMERICA/CHICAGO,569,0,142
7028617,DL,ATL,STL,29-JUL-07 12.00.00.000000000 PM AMERICA/NEW_YORK,695,29-JUL-07 12.39.00.000000000 PM AMERICA/CHICAGO,794,0,142
7028767,DL,CLE,ATL,29-JUL-07 07.15.00.000000000 AM AMERICA/NEW_YORK,410,29-JUL-07 09.05.00.000000000 AM AMERICA/NEW_YORK,520,0,142
7028867,DL,ATL,SAV,29-JUL-07 08.50.00.000000000 AM AMERICA/NEW_YORK,505,29-JUL-07 09.56.00.000000000 AM AMERICA/NEW_YORK,571,0,142
7028882,DL,DEN,ATL,29-JUL-07 07.45.00.000000000 AM AMERICA/DENVER,560,29-JUL-07 12.44.00.000000000 PM AMERICA/NEW_YORK,739,0,186
7028904,DL,TYS,ATL,29-JUL-07 07.40.00.000000000 AM AMERICA/NEW_YORK,435,29-JUL-07 08.43.00.000000000 AM AMERICA/NEW_YORK,498,0,148
7056918,EV,SOP,ATL,29-JUL-07 04.30.00.000000000 PM AMERICA/NEW_YORK,965,29-JUL-07 05.47.00.000000000 PM AMERICA/NEW_YORK,1042,1,40
7053468,EV,MOB,ATL,29-JUL-07 10.10.00.000000000 AM AMERICA/CHICAGO,645,29-JUL-07 12.42.00.000000000 PM AMERICA/NEW_YORK,737,0,66
7050655,EV,CLT,ATL,29-JUL-07 10.30.00.000000000 AM AMERICA/NEW_YORK,605,29-JUL-07 11.50.00.000000000 AM AMERICA/NEW_YORK,685,0,70
7055944,EV,ILG,ATL,29-JUL-07 07.00.00.000000000 AM AMERICA/NEW_YORK,395,29-JUL-07 09.06.00.000000000 AM AMERICA/NEW_YORK,521,0,50
7304843,CO,ATL,EWR,29-JUL-07 05.45.00.000000000 PM AMERICA/NEW_YORK,1040,29-JUL-07 08.45.00.000000000 PM AMERICA/NEW_YORK,1220,1,104
7088619,FL,ICT,ATL,29-JUL-07 07.00.00.000000000 AM AMERICA/CHICAGO,455,29-JUL-07 10.04.00.000000000 AM AMERICA/NEW_YORK,579,0,117
7088626,FL,IND,ATL,29-JUL-07 08.50.00.000000000 PM AMERICA/NEW_YORK,1225,29-JUL-07 10.20.00.000000000 PM AMERICA/NEW_YORK,1315,0,117
6922312,OO,ATL,BUF,29-JUL-07 09.55.00.000000000 AM AMERICA/NEW_YORK,570,29-JUL-07 11.55.00.000000000 AM AMERICA/NEW_YORK,690,0,90
7035403,EV,ATL,TYS,29-JUL-07 07.54.00.000000000 AM AMERICA/NEW_YORK,449,29-JUL-07 08.48.00.000000000 AM AMERICA/NEW_YORK,503,0,50
7043040,EV,GRB,ATL,29-JUL-07 10.05.00.000000000 AM AMERICA/CHICAGO,640,29-JUL-07 01.16.00.000000000 PM AMERICA/NEW_YORK,771,0,50
7295585,CO,IAH,ATL,29-JUL-07 02.15.00.000000000 PM AMERICA/CHICAGO,890,29-JUL-07 05.37.00.000000000 PM AMERICA/NEW_YORK,1032,0,124
7088741,FL,MDW,ATL,29-JUL-07 05.32.00.000000000 PM AMERICA/CHICAGO,1087,29-JUL-07 08.20.00.000000000 PM AMERICA/NEW_YORK,1195,0,117
7035140,EV,AVL,ATL,29-JUL-07 02.07.00.000000000 PM AMERICA/NEW_YORK,822,29-JUL-07 03.19.00.000000000 PM AMERICA/NEW_YORK,894,0,66
7088832,FL,PHX,ATL,29-JUL-07 11.55.00.000000000 PM US/ARIZONA,1590,30-JUL-07 06.30.00.000000000 AM AMERICA/NEW_YORK,1805,0,137
7034518,EV,ATL,VPS,29-JUL-07 06.49.00.000000000 PM AMERICA/NEW_YORK,1104,29-JUL-07 07.04.00.000000000 PM AMERICA/CHICAGO,1179,1,50
7032435,EV,ATL,CAE,29-JUL-07 10.06.00.000000000 AM AMERICA/NEW_YORK,581,29-JUL-07 11.22.00.000000000 AM AMERICA/NEW_YORK,657,0,50
7049456,EV,ATL,LYH,29-JUL-07 02.44.00.000000000 PM AMERICA/NEW_YORK,859,29-JUL-07 04.05.00.000000000 PM AMERICA/NEW_YORK,940,0,40
7057365,EV,ATL,EWN,29-JUL-07 08.05.00.000000000 PM AMERICA/NEW_YORK,1180,29-JUL-07 09.43.00.000000000 PM AMERICA/NEW_YORK,1278,0,40
7046096,EV,MCN,ATL,29-JUL-07 10.50.00.000000000 AM AMERICA/NEW_YORK,625,29-JUL-07 11.35.00.000000000 AM AMERICA/NEW_YORK,670,0,70
7088399,FL,ATL,SFO,29-JUL-07 07.34.00.000000000 PM AMERICA/NEW_YORK,1149,29-JUL-07 09.43.00.000000000 PM AMERICA/LOS_ANGELES,1458,0,137
6984803,US,PHL,ATL,29-JUL-07 08.25.00.000000000 PM AMERICA/NEW_YORK,1200,29-JUL-07 10.52.00.000000000 PM AMERICA/NEW_YORK,1347,0,124
7028805,DL,ATL,MIA,29-JUL-07 10.59.00.000000000 AM AMERICA/NEW_YORK,634,29-JUL-07 12.57.00.000000000 PM AMERICA/NEW_YORK,752,0,142
7028086,DL,CVG,ATL,29-JUL-07 07.30.00.000000000 AM AMERICA/NEW_YORK,425,29-JUL-07 09.00.00.000000000 AM AMERICA/NEW_YORK,515,0,142
7028887,DL,FLL,ATL,29-JUL-07 06.00.00.000000000 PM AMERICA/NEW_YORK,1055,29-JUL-07 07.56.00.000000000 PM AMERICA/NEW_YORK,1171,0,252
7028888,DL,ATL,SEA,29-JUL-07 09.20.00.000000000 PM AMERICA/NEW_YORK,1255,29-JUL-07 11.33.00.000000000 PM AMERICA/LOS_ANGELES,1568,0,252
7028177,DL,ONT,ATL,29-JUL-07 06.50.00.000000000 AM AMERICA/LOS_ANGELES,565,29-JUL-07 02.10.00.000000000 PM AMERICA/NEW_YORK,825,0,183
7028198,DL,TPA,ATL,29-JUL-07 10.39.00.000000000 AM AMERICA/NEW_YORK,614,29-JUL-07 12.08.00.000000000 PM AMERICA/NEW_YORK,703,0,183
7028202,DL,JAX,ATL,29-JUL-07 10.17.00.000000000 AM AMERICA/NEW_YORK,592,29-JUL-07 11.25.00.000000000 AM AMERICA/NEW_YORK,660,0,252
7028917,DL,CMH,ATL,29-JUL-07 07.25.00.000000000 AM AMERICA/NEW_YORK,420,29-JUL-07 09.01.00.000000000 AM AMERICA/NEW_YORK,516,0,148
7028925,DL,BWI,ATL,29-JUL-07 03.00.00.000000000 PM AMERICA/NEW_YORK,875,29-JUL-07 04.53.00.000000000 PM AMERICA/NEW_YORK,988,1,186
7028290,DL,ATL,LGA,29-JUL-07 08.45.00.000000000 PM AMERICA/NEW_YORK,1220,29-JUL-07 11.06.00.000000000 PM AMERICA/NEW_YORK,1361,0,142
7028298,DL,ATL,BWI,29-JUL-07 10.30.00.000000000 AM AMERICA/NEW_YORK,605,29-JUL-07 12.26.00.000000000 PM AMERICA/NEW_YORK,721,0,180
7028370,DL,ATL,SAT,29-JUL-07 01.56.00.000000000 PM AMERICA/NEW_YORK,811,29-JUL-07 03.17.00.000000000 PM AMERICA/CHICAGO,952,0,142
7051417,EV,ATL,CAE,29-JUL-07 01.35.00.000000000 PM AMERICA/NEW_YORK,790,29-JUL-07 02.37.00.000000000 PM AMERICA/NEW_YORK,852,0,70
7088849,FL,RDU,ATL,29-JUL-07 12.02.00.000000000 PM AMERICA/NEW_YORK,697,29-JUL-07 01.25.00.000000000 PM AMERICA/NEW_YORK,780,0,117
7088850,FL,RDU,ATL,29-JUL-07 03.45.00.000000000 PM AMERICA/NEW_YORK,920,29-JUL-07 05.08.00.000000000 PM AMERICA/NEW_YORK,1003,0,118
7088250,FL,ATL,IAD,29-JUL-07 09.15.00.000000000 AM AMERICA/NEW_YORK,530,29-JUL-07 10.57.00.000000000 AM AMERICA/NEW_YORK,632,0,117
7132945,MQ,ORD,ATL,29-JUL-07 03.40.00.000000000 PM AMERICA/CHICAGO,975,29-JUL-07 06.50.00.000000000 PM AMERICA/NEW_YORK,1105,0,70
7028464,DL,ATL,LAS,29-JUL-07 09.42.00.000000000 PM AMERICA/NEW_YORK,1277,29-JUL-07 10.59.00.000000000 PM AMERICA/LOS_ANGELES,1534,0,252
7029137,DL,ATL,PHL,29-JUL-07 07.00.00.000000000 AM AMERICA/NEW_YORK,395,29-JUL-07 09.07.00.000000000 AM AMERICA/NEW_YORK,522,0,180
7028648,DL,ATL,MIA,29-JUL-07 12.32.00.000000000 PM AMERICA/NEW_YORK,727,29-JUL-07 02.25.00.000000000 PM AMERICA/NEW_YORK,840,0,142
7028678,DL,ATL,BWI,29-JUL-07 09.35.00.000000000 PM AMERICA/NEW_YORK,1270,29-JUL-07 11.24.00.000000000 PM AMERICA/NEW_YORK,1379,0,183
7028696,DL,ATL,IND,29-JUL-07 08.45.00.000000000 AM AMERICA/NEW_YORK,500,29-JUL-07 10.15.00.000000000 AM AMERICA/NEW_YORK,590,0,142
7028776,DL,ATL,SEA,29-JUL-07 08.30.00.000000000 AM AMERICA/NEW_YORK,485,29-JUL-07 10.35.00.000000000 AM AMERICA/LOS_ANGELES,790,0,252
7055420,EV,LEX,ATL,29-JUL-07 06.55.00.000000000 PM AMERICA/NEW_YORK,1110,29-JUL-07 08.26.00.000000000 PM AMERICA/NEW_YORK,1201,0,50
7054583,EV,ATL,TYS,29-JUL-07 09.48.00.000000000 AM AMERICA/NEW_YORK,563,29-JUL-07 10.51.00.000000000 AM AMERICA/NEW_YORK,626,0,50
7049663,EV,GSO,ATL,29-JUL-07 03.30.00.000000000 PM AMERICA/NEW_YORK,905,29-JUL-07 04.50.00.000000000 PM AMERICA/NEW_YORK,985,0,40
7050399,EV,ATL,MDT,29-JUL-07 12.25.00.000000000 PM AMERICA/NEW_YORK,720,29-JUL-07 02.22.00.000000000 PM AMERICA/NEW_YORK,837,0,50
7312966,CO,EWR,ATL,29-JUL-07 08.00.00.000000000 AM AMERICA/NEW_YORK,455,29-JUL-07 10.39.00.000000000 AM AMERICA/NEW_YORK,614,0,124
7033601,EV,ATL,MYR,29-JUL-07 04.30.00.000000000 PM AMERICA/NEW_YORK,965,29-JUL-07 06.12.00.000000000 PM AMERICA/NEW_YORK,1067,0,66
7033050,EV,TLH,ATL,29-JUL-07 06.05.00.000000000 AM AMERICA/NEW_YORK,340,29-JUL-07 07.09.00.000000000 AM AMERICA/NEW_YORK,404,0,50
7047124,EV,FSM,ATL,29-JUL-07 01.02.00.000000000 PM AMERICA/CHICAGO,817,29-JUL-07 03.51.00.000000000 PM AMERICA/NEW_YORK,926,0,40
7048602,EV,ATL,MLB,29-JUL-07 03.43.00.000000000 PM AMERICA/NEW_YORK,918,29-JUL-07 05.15.00.000000000 PM AMERICA/NEW_YORK,1010,0,70
7056722,EV,DAB,ATL,29-JUL-07 10.20.00.000000000 AM AMERICA/NEW_YORK,595,29-JUL-07 11.40.00.000000000 AM AMERICA/NEW_YORK,675,0,70
6922287,OO,HOU,ATL,29-JUL-07 07.30.00.000000000 AM AMERICA/CHICAGO,485,29-JUL-07 10.37.00.000000000 AM AMERICA/NEW_YORK,612,0,90
7066107,F9,DEN,ATL,29-JUL-07 10.30.00.000000000 AM AMERICA/DENVER,725,29-JUL-07 03.25.00.000000000 PM AMERICA/NEW_YORK,900,0,132
6922331,OO,ATL,XNA,29-JUL-07 10.55.00.000000000 AM AMERICA/NEW_YORK,630,29-JUL-07 11.45.00.000000000 AM AMERICA/CHICAGO,740,0,90
7055160,EV,GSO,ATL,29-JUL-07 07.11.00.000000000 PM AMERICA/NEW_YORK,1126,29-JUL-07 08.29.00.000000000 PM AMERICA/NEW_YORK,1204,0,50
7028258,DL,LGA,ATL,29-JUL-07 08.59.00.000000000 AM AMERICA/NEW_YORK,514,29-JUL-07 11.33.00.000000000 AM AMERICA/NEW_YORK,668,0,142
7028372,DL,ATL,SLC,29-JUL-07 06.30.00.000000000 PM AMERICA/NEW_YORK,1085,29-JUL-07 08.22.00.000000000 PM AMERICA/DENVER,1317,0,287
7029121,DL,MCI,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/CHICAGO,395,29-JUL-07 09.04.00.000000000 AM AMERICA/NEW_YORK,519,0,142
7029150,DL,ATL,DEN,29-JUL-07 11.10.00.000000000 AM AMERICA/NEW_YORK,645,29-JUL-07 12.18.00.000000000 PM AMERICA/DENVER,833,0,183
7028498,DL,MSY,ATL,29-JUL-07 07.25.00.000000000 AM AMERICA/CHICAGO,480,29-JUL-07 09.54.00.000000000 AM AMERICA/NEW_YORK,569,0,148
7028545,DL,BZN,ATL,29-JUL-07 12.35.00.000000000 PM AMERICA/DENVER,850,29-JUL-07 06.23.00.000000000 PM AMERICA/NEW_YORK,1078,0,150
7029266,DL,SNA,ATL,29-JUL-07 01.50.00.000000000 PM AMERICA/LOS_ANGELES,985,29-JUL-07 09.14.00.000000000 PM AMERICA/NEW_YORK,1249,0,184
7028615,DL,TUS,ATL,29-JUL-07 12.39.00.000000000 PM US/ARIZONA,914,29-JUL-07 07.25.00.000000000 PM AMERICA/NEW_YORK,1140,0,183
7028637,DL,STL,ATL,29-JUL-07 07.15.00.000000000 AM AMERICA/CHICAGO,470,29-JUL-07 09.52.00.000000000 AM AMERICA/NEW_YORK,567,0,142
7028675,DL,RDU,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,335,29-JUL-07 07.19.00.000000000 AM AMERICA/NEW_YORK,414,0,186
7028755,DL,JAN,ATL,29-JUL-07 07.15.00.000000000 AM AMERICA/CHICAGO,470,29-JUL-07 09.31.00.000000000 AM AMERICA/NEW_YORK,546,0,142
7028764,DL,ATL,PHX,29-JUL-07 07.10.00.000000000 PM AMERICA/NEW_YORK,1125,29-JUL-07 08.08.00.000000000 PM US/ARIZONA,1363,0,183
7028894,DL,ORD,ATL,29-JUL-07 08.45.00.000000000 AM AMERICA/CHICAGO,560,29-JUL-07 11.40.00.000000000 AM AMERICA/NEW_YORK,675,0,142
7028195,DL,ATL,SAN,29-JUL-07 08.00.00.000000000 PM AMERICA/NEW_YORK,1175,29-JUL-07 09.25.00.000000000 PM AMERICA/LOS_ANGELES,1440,0,277
7028909,DL,ORF,ATL,29-JUL-07 05.58.00.000000000 PM AMERICA/NEW_YORK,1053,29-JUL-07 07.41.00.000000000 PM AMERICA/NEW_YORK,1156,0,142
7028949,DL,GSP,ATL,29-JUL-07 07.00.00.000000000 AM AMERICA/NEW_YORK,395,29-JUL-07 08.00.00.000000000 AM AMERICA/NEW_YORK,455,0,142
7054749,EV,ATL,MYR,29-JUL-07 10.33.00.000000000 AM AMERICA/NEW_YORK,608,29-JUL-07 12.19.00.000000000 PM AMERICA/NEW_YORK,714,0,66
7048407,EV,AVP,ATL,29-JUL-07 12.53.00.000000000 PM AMERICA/NEW_YORK,748,29-JUL-07 03.07.00.000000000 PM AMERICA/NEW_YORK,882,0,50
7294034,CO,ATL,IAH,29-JUL-07 02.35.00.000000000 PM AMERICA/NEW_YORK,850,29-JUL-07 03.50.00.000000000 PM AMERICA/CHICAGO,985,0,104
7088333,FL,ATL,MSP,29-JUL-07 08.10.00.000000000 AM AMERICA/NEW_YORK,465,29-JUL-07 09.49.00.000000000 AM AMERICA/CHICAGO,624,0,117
7088334,FL,ATL,MSP,29-JUL-07 09.10.00.000000000 AM AMERICA/NEW_YORK,525,29-JUL-07 10.47.00.000000000 AM AMERICA/CHICAGO,682,0,117
7037256,EV,ATL,ROC,29-JUL-07 03.20.00.000000000 PM AMERICA/NEW_YORK,895,29-JUL-07 05.25.00.000000000 PM AMERICA/NEW_YORK,1020,0,70
7040116,EV,ATL,AEX,29-JUL-07 10.14.00.000000000 AM AMERICA/NEW_YORK,589,29-JUL-07 10.58.00.000000000 AM AMERICA/CHICAGO,693,0,50
7088573,FL,FLL,ATL,29-JUL-07 08.20.00.000000000 AM AMERICA/NEW_YORK,475,29-JUL-07 10.11.00.000000000 AM AMERICA/NEW_YORK,586,0,117
7088600,FL,HOU,ATL,29-JUL-07 09.59.00.000000000 AM AMERICA/CHICAGO,634,29-JUL-07 12.57.00.000000000 PM AMERICA/NEW_YORK,752,0,117
7056129,EV,ATL,ABE,29-JUL-07 08.47.00.000000000 PM AMERICA/NEW_YORK,1222,29-JUL-07 10.55.00.000000000 PM AMERICA/NEW_YORK,1350,0,50
7088877,FL,SAV,ATL,29-JUL-07 01.57.00.000000000 PM AMERICA/NEW_YORK,812,29-JUL-07 03.00.00.000000000 PM AMERICA/NEW_YORK,875,0,117
7088229,FL,ATL,FLL,29-JUL-07 01.28.00.000000000 PM AMERICA/NEW_YORK,783,29-JUL-07 03.12.00.000000000 PM AMERICA/NEW_YORK,887,0,117
7088230,FL,ATL,FLL,29-JUL-07 02.35.00.000000000 PM AMERICA/NEW_YORK,850,29-JUL-07 04.19.00.000000000 PM AMERICA/NEW_YORK,954,0,137
7046296,EV,ATL,MHT,29-JUL-07 08.25.00.000000000 PM AMERICA/NEW_YORK,1200,29-JUL-07 10.54.00.000000000 PM AMERICA/NEW_YORK,1349,0,70
7040754,EV,ATL,AVL,29-JUL-07 12.35.00.000000000 PM AMERICA/NEW_YORK,730,29-JUL-07 01.37.00.000000000 PM AMERICA/NEW_YORK,792,0,66
7088419,FL,ATL,TPA,29-JUL-07 10.55.00.000000000 PM AMERICA/NEW_YORK,1350,30-JUL-07 12.13.00.000000000 AM AMERICA/NEW_YORK,1428,0,137
7088457,FL,BWI,ATL,29-JUL-07 10.29.00.000000000 AM AMERICA/NEW_YORK,604,29-JUL-07 12.20.00.000000000 PM AMERICA/NEW_YORK,715,0,137
7041800,EV,IND,ATL,29-JUL-07 09.00.00.000000000 AM AMERICA/NEW_YORK,515,29-JUL-07 10.35.00.000000000 AM AMERICA/NEW_YORK,610,0,50
7152299,NW,DTW,ATL,29-JUL-07 01.32.00.000000000 PM AMERICA/NEW_YORK,787,29-JUL-07 03.38.00.000000000 PM AMERICA/NEW_YORK,913,1,125
6930813,UA,ATL,ORD,29-JUL-07 07.25.00.000000000 AM AMERICA/NEW_YORK,420,29-JUL-07 08.25.00.000000000 AM AMERICA/CHICAGO,540,0,123
7038652,EV,ATL,MOB,29-JUL-07 05.37.00.000000000 PM AMERICA/NEW_YORK,1032,29-JUL-07 05.55.00.000000000 PM AMERICA/CHICAGO,1110,1,90
7038068,EV,SHV,ATL,29-JUL-07 11.18.00.000000000 AM AMERICA/CHICAGO,713,29-JUL-07 02.04.00.000000000 PM AMERICA/NEW_YORK,819,0,50
7040945,EV,ATL,OKC,29-JUL-07 03.52.00.000000000 PM AMERICA/NEW_YORK,927,29-JUL-07 05.06.00.000000000 PM AMERICA/CHICAGO,1061,0,50
7066043,F9,ATL,DEN,29-JUL-07 06.20.00.000000000 AM AMERICA/NEW_YORK,355,29-JUL-07 07.29.00.000000000 AM AMERICA/DENVER,544,0,132
7044903,EV,BGR,ATL,29-JUL-07 06.33.00.000000000 AM AMERICA/NEW_YORK,368,29-JUL-07 09.44.00.000000000 AM AMERICA/NEW_YORK,559,0,70
6849162,YV,ATL,DEN,29-JUL-07 06.28.00.000000000 PM AMERICA/NEW_YORK,1083,29-JUL-07 07.40.00.000000000 PM AMERICA/DENVER,1275,0,66
6849464,YV,IAD,ATL,29-JUL-07 08.45.00.000000000 AM AMERICA/NEW_YORK,500,29-JUL-07 10.38.00.000000000 AM AMERICA/NEW_YORK,613,0,65
6938699,UA,ATL,SFO,29-JUL-07 07.48.00.000000000 AM AMERICA/NEW_YORK,443,29-JUL-07 09.45.00.000000000 AM AMERICA/LOS_ANGELES,740,0,120
7088642,FL,LAS,ATL,29-JUL-07 07.55.00.000000000 AM AMERICA/LOS_ANGELES,630,29-JUL-07 02.59.00.000000000 PM AMERICA/NEW_YORK,874,0,137
7088644,FL,LAS,ATL,29-JUL-07 12.25.00.000000000 PM AMERICA/LOS_ANGELES,900,29-JUL-07 07.29.00.000000000 PM AMERICA/NEW_YORK,1144,0,137
6849164,YV,ATL,IAD,29-JUL-07 07.06.00.000000000 PM AMERICA/NEW_YORK,1121,29-JUL-07 09.09.00.000000000 PM AMERICA/NEW_YORK,1244,0,50
7088685,FL,MCO,ATL,29-JUL-07 04.17.00.000000000 PM AMERICA/NEW_YORK,952,29-JUL-07 05.47.00.000000000 PM AMERICA/NEW_YORK,1042,0,137
7028419,DL,ATL,BOS,29-JUL-07 10.05.00.000000000 AM AMERICA/NEW_YORK,580,29-JUL-07 12.45.00.000000000 PM AMERICA/NEW_YORK,740,0,180
7029118,DL,ATL,MCO,29-JUL-07 04.10.00.000000000 PM AMERICA/NEW_YORK,945,29-JUL-07 05.38.00.000000000 PM AMERICA/NEW_YORK,1033,0,183
7032377,EV,GRK,ATL,29-JUL-07 12.44.00.000000000 PM AMERICA/CHICAGO,799,29-JUL-07 04.10.00.000000000 PM AMERICA/NEW_YORK,945,0,40
7088278,FL,ATL,LAX,29-JUL-07 06.50.00.000000000 PM AMERICA/NEW_YORK,1105,29-JUL-07 08.31.00.000000000 PM AMERICA/LOS_ANGELES,1386,0,137
7088305,FL,ATL,MCO,29-JUL-07 06.00.00.000000000 PM AMERICA/NEW_YORK,1055,29-JUL-07 07.29.00.000000000 PM AMERICA/NEW_YORK,1144,0,137
7088321,FL,ATL,MEM,29-JUL-07 11.10.00.000000000 PM AMERICA/NEW_YORK,1365,29-JUL-07 11.25.00.000000000 PM AMERICA/CHICAGO,1440,0,117
7088336,FL,ATL,MSP,29-JUL-07 04.30.00.000000000 PM AMERICA/NEW_YORK,965,29-JUL-07 06.09.00.000000000 PM AMERICA/CHICAGO,1124,0,137
7088368,FL,ATL,PNS,29-JUL-07 12.38.00.000000000 PM AMERICA/NEW_YORK,733,29-JUL-07 12.45.00.000000000 PM AMERICA/CHICAGO,800,0,117
7088388,FL,ATL,SAN,29-JUL-07 09.35.00.000000000 AM AMERICA/NEW_YORK,550,29-JUL-07 10.55.00.000000000 AM AMERICA/LOS_ANGELES,810,0,137
7047314,EV,ATL,CLT,29-JUL-07 08.49.00.000000000 AM AMERICA/NEW_YORK,504,29-JUL-07 10.00.00.000000000 AM AMERICA/NEW_YORK,575,0,70
7036917,EV,ATL,SYR,29-JUL-07 09.52.00.000000000 AM AMERICA/NEW_YORK,567,29-JUL-07 12.09.00.000000000 PM AMERICA/NEW_YORK,704,0,50
7042673,EV,MEM,ATL,29-JUL-07 08.30.00.000000000 AM AMERICA/CHICAGO,545,29-JUL-07 10.51.00.000000000 AM AMERICA/NEW_YORK,626,0,70
7045499,EV,CSG,ATL,29-JUL-07 06.20.00.000000000 PM AMERICA/NEW_YORK,1075,29-JUL-07 07.05.00.000000000 PM AMERICA/NEW_YORK,1120,1,50
7088209,FL,ATL,DFW,29-JUL-07 09.16.00.000000000 AM AMERICA/NEW_YORK,531,29-JUL-07 10.36.00.000000000 AM AMERICA/CHICAGO,671,0,117
7088895,FL,STL,ATL,29-JUL-07 10.25.00.000000000 AM AMERICA/CHICAGO,660,29-JUL-07 01.05.00.000000000 PM AMERICA/NEW_YORK,760,0,117
7088904,FL,TPA,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,335,29-JUL-07 07.30.00.000000000 AM AMERICA/NEW_YORK,425,0,117
7088912,FL,TPA,ATL,29-JUL-07 08.16.00.000000000 PM AMERICA/NEW_YORK,1191,29-JUL-07 09.47.00.000000000 PM AMERICA/NEW_YORK,1282,0,117
7029180,DL,ABQ,ATL,29-JUL-07 11.15.00.000000000 AM AMERICA/DENVER,770,29-JUL-07 04.21.00.000000000 PM AMERICA/NEW_YORK,956,0,148
7029193,DL,ATL,RSW,29-JUL-07 07.21.00.000000000 PM AMERICA/NEW_YORK,1136,29-JUL-07 09.05.00.000000000 PM AMERICA/NEW_YORK,1240,0,142
7029213,DL,ATL,CLT,29-JUL-07 07.05.00.000000000 AM AMERICA/NEW_YORK,400,29-JUL-07 08.13.00.000000000 AM AMERICA/NEW_YORK,468,0,142
7028562,DL,HNL,ATL,29-JUL-07 05.00.00.000000000 PM PACIFIC/HONOLULU,1355,30-JUL-07 07.49.00.000000000 AM AMERICA/NEW_YORK,1884,0,287
7028616,DL,ATL,PNS,29-JUL-07 08.15.00.000000000 PM AMERICA/NEW_YORK,1190,29-JUL-07 08.28.00.000000000 PM AMERICA/CHICAGO,1263,0,183
7028810,DL,ATL,HOU,29-JUL-07 02.15.00.000000000 PM AMERICA/NEW_YORK,830,29-JUL-07 03.20.00.000000000 PM AMERICA/CHICAGO,955,0,142
7028860,DL,IND,ATL,29-JUL-07 12.39.00.000000000 PM AMERICA/NEW_YORK,734,29-JUL-07 02.13.00.000000000 PM AMERICA/NEW_YORK,828,0,142
7028159,DL,ATL,DCA,29-JUL-07 07.20.00.000000000 AM AMERICA/NEW_YORK,415,29-JUL-07 09.02.00.000000000 AM AMERICA/NEW_YORK,517,0,142
7028194,DL,ATL,DCA,29-JUL-07 08.20.00.000000000 PM AMERICA/NEW_YORK,1195,29-JUL-07 10.06.00.000000000 PM AMERICA/NEW_YORK,1301,0,142
7028937,DL,RSW,ATL,29-JUL-07 06.30.00.000000000 AM AMERICA/NEW_YORK,365,29-JUL-07 08.16.00.000000000 AM AMERICA/NEW_YORK,471,0,148
7028978,DL,ATL,LAS,29-JUL-07 10.47.00.000000000 PM AMERICA/NEW_YORK,1342,29-JUL-07 11.59.00.000000000 PM AMERICA/LOS_ANGELES,1594,1,148
7028263,DL,MOB,ATL,29-JUL-07 07.45.00.000000000 AM AMERICA/CHICAGO,500,29-JUL-07 10.00.00.000000000 AM AMERICA/NEW_YORK,575,0,142
7029047,DL,ATL,LEX,29-JUL-07 07.57.00.000000000 PM AMERICA/NEW_YORK,1172,29-JUL-07 09.15.00.000000000 PM AMERICA/NEW_YORK,1250,0,142
7236617,AA,MIA,ATL,29-JUL-07 11.15.00.000000000 AM AMERICA/NEW_YORK,650,29-JUL-07 01.05.00.000000000 PM AMERICA/NEW_YORK,760,0,148
7066122,F9,ATL,DEN,29-JUL-07 08.45.00.000000000 AM AMERICA/NEW_YORK,500,29-JUL-07 10.00.00.000000000 AM AMERICA/DENVER,695,0,132
7046731,EV,SWF,ATL,29-JUL-07 06.30.00.000000000 AM AMERICA/NEW_YORK,365,29-JUL-07 08.52.00.000000000 AM AMERICA/NEW_YORK,507,0,50
7040838,EV,MGM,ATL,29-JUL-07 08.15.00.000000000 AM AMERICA/CHICAGO,530,29-JUL-07 10.11.00.000000000 AM AMERICA/NEW_YORK,586,0,50
